DATE,STAFF_GROUP_ORDER,STAFF_GROUP,PAYMENT_TYPE,AMOUNT,SAMPLE_SIZE
2009-09-30,1,All staff,PUBGRP_100_ADDITIONAL_ACTIVITY,539.62,123438
2009-09-30,1,All staff,PUBGRP_110_BAND_SUPPLEMENT,1351.12,44539
2009-09-30,1,All staff,PUBGRP_120_MEDICAL_AWARDS,1331.01,20443
2009-09-30,1,All staff,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,250.52,226389
2009-09-30,1,All staff,PUBGRP_140_LOCAL,406.14,70647
2009-09-30,1,All staff,PUBGRP_150_ON_CALL_STANDBY,281.39,88946
2009-09-30,1,All staff,PUBGRP_160_OVERTIME_ADH,286.67,109936
2009-09-30,1,All staff,PUBGRP_170_RRP,77.62,62177
2009-09-30,1,All staff,PUBGRP_180_SHIFT_WORKING,283.9,425501
2009-09-30,1,All staff,PUBGRP_190_OTHER_PAYMENTS,151.43,94211
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_100_ADDITIONAL_ACTIVITY,891.46,64825
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_110_BAND_SUPPLEMENT,1351.2,44531
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_120_MEDICAL_AWARDS,1330.01,20379
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,258.85,132801
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_140_LOCAL,506.47,49823
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_150_ON_CALL_STANDBY,303.25,72909
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_160_OVERTIME_ADH,330.24,52612
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_170_RRP,56.23,51681
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_180_SHIFT_WORKING,313.47,245100
2009-09-30,2,Professionally qualified clinical staff,PUBGRP_190_OTHER_PAYMENTS,177.26,57198
2009-09-30,3,HCHS doctors - All grades,PUBGRP_100_ADDITIONAL_ACTIVITY,1661.75,29992
2009-09-30,3,HCHS doctors - All grades,PUBGRP_110_BAND_SUPPLEMENT,1352.53,44468
2009-09-30,3,HCHS doctors - All grades,PUBGRP_120_MEDICAL_AWARDS,1329.98,20350
2009-09-30,3,HCHS doctors - All grades,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,143.95,25139
2009-09-30,3,HCHS doctors - All grades,PUBGRP_140_LOCAL,1366.53,13191
2009-09-30,3,HCHS doctors - All grades,PUBGRP_150_ON_CALL_STANDBY,321.25,27778
2009-09-30,3,HCHS doctors - All grades,PUBGRP_160_OVERTIME_ADH,980.81,256
2009-09-30,3,HCHS doctors - All grades,PUBGRP_170_RRP,1214.19,144
2009-09-30,3,HCHS doctors - All grades,PUBGRP_180_SHIFT_WORKING,150.35,1081
2009-09-30,3,HCHS doctors - All grades,PUBGRP_190_OTHER_PAYMENTS,763.81,6564
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_100_ADDITIONAL_ACTIVITY,1744.18,23367
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_110_BAND_SUPPLEMENT,1180.38,307
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_120_MEDICAL_AWARDS,1333.63,20284
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,143.3,9011
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_140_LOCAL,1697.72,6611
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_150_ON_CALL_STANDBY,315.36,26978
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_160_OVERTIME_ADH,1456.77,87
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_170_RRP,1149.72,133
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_180_SHIFT_WORKING,150.78,975
2009-09-30,4,HCHS doctors - Consultant,PUBGRP_190_OTHER_PAYMENTS,691.34,3931
2009-09-30,5,HCHS doctors - Associate Specialist,PUBGRP_100_ADDITIONAL_ACTIVITY,1928.09,1359
2009-09-30,5,HCHS doctors - Associate Specialist,PUBGRP_110_BAND_SUPPLEMENT,1241.02,28
2009-09-30,5,HCHS doctors - Associate Specialist,PUBGRP_120_MEDICAL_AWARDS,-100.12,51
2009-09-30,5,HCHS doctors - Associate Specialist,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,116.25,919
2009-09-30,5,HCHS doctors - Associate Specialist,PUBGRP_140_LOCAL,1785.64,737
2009-09-30,5,HCHS doctors - Associate Specialist,PUBGRP_150_ON_CALL_STANDBY,427.37,248
2009-09-30,5,HCHS doctors - Associate Specialist,PUBGRP_160_OVERTIME_ADH,1085.39,44
2009-09-30,5,HCHS doctors - Associate Specialist,PUBGRP_180_SHIFT_WORKING,157.22,21
2009-09-30,5,HCHS doctors - Associate Specialist,PUBGRP_190_OTHER_PAYMENTS,840.98,195
2009-09-30,6,HCHS doctors - Specialty Doctor,PUBGRP_100_ADDITIONAL_ACTIVITY,1426.07,1618
2009-09-30,6,HCHS doctors - Specialty Doctor,PUBGRP_110_BAND_SUPPLEMENT,1209.33,103
2009-09-30,6,HCHS doctors - Specialty Doctor,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,108.11,818
2009-09-30,6,HCHS doctors - Specialty Doctor,PUBGRP_140_LOCAL,1311.4,620
2009-09-30,6,HCHS doctors - Specialty Doctor,PUBGRP_150_ON_CALL_STANDBY,333.63,304
2009-09-30,6,HCHS doctors - Specialty Doctor,PUBGRP_160_OVERTIME_ADH,-1090.36,15
2009-09-30,6,HCHS doctors - Specialty Doctor,PUBGRP_180_SHIFT_WORKING,221.54,19
2009-09-30,6,HCHS doctors - Specialty Doctor,PUBGRP_190_OTHER_PAYMENTS,612.52,214
2009-09-30,7,HCHS doctors - Staff Grade,PUBGRP_100_ADDITIONAL_ACTIVITY,1508.81,1165
2009-09-30,7,HCHS doctors - Staff Grade,PUBGRP_110_BAND_SUPPLEMENT,1883.82,115
2009-09-30,7,HCHS doctors - Staff Grade,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,121.43,453
2009-09-30,7,HCHS doctors - Staff Grade,PUBGRP_140_LOCAL,1709.89,568
2009-09-30,7,HCHS doctors - Staff Grade,PUBGRP_150_ON_CALL_STANDBY,1498.13,32
2009-09-30,7,HCHS doctors - Staff Grade,PUBGRP_160_OVERTIME_ADH,1138.81,24
2009-09-30,7,HCHS doctors - Staff Grade,PUBGRP_190_OTHER_PAYMENTS,917.45,105
2009-09-30,8,HCHS doctors - Specialty Registrar,PUBGRP_100_ADDITIONAL_ACTIVITY,1063.03,1531
2009-09-30,8,HCHS doctors - Specialty Registrar,PUBGRP_110_BAND_SUPPLEMENT,1515.12,26988
2009-09-30,8,HCHS doctors - Specialty Registrar,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,154.69,8835
2009-09-30,8,HCHS doctors - Specialty Registrar,PUBGRP_140_LOCAL,943.94,2729
2009-09-30,8,HCHS doctors - Specialty Registrar,PUBGRP_150_ON_CALL_STANDBY,769.65,121
2009-09-30,8,HCHS doctors - Specialty Registrar,PUBGRP_160_OVERTIME_ADH,737.48,39
2009-09-30,8,HCHS doctors - Specialty Registrar,PUBGRP_180_SHIFT_WORKING,101.01,20
2009-09-30,8,HCHS doctors - Specialty Registrar,PUBGRP_190_OTHER_PAYMENTS,1004.75,1551
2009-09-30,9,HCHS doctors - Core Training,PUBGRP_100_ADDITIONAL_ACTIVITY,948.32,313
2009-09-30,9,HCHS doctors - Core Training,PUBGRP_110_BAND_SUPPLEMENT,1276.73,6907
2009-09-30,9,HCHS doctors - Core Training,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,150.15,1851
2009-09-30,9,HCHS doctors - Core Training,PUBGRP_140_LOCAL,779.06,650
2009-09-30,9,HCHS doctors - Core Training,PUBGRP_150_ON_CALL_STANDBY,919.18,24
2009-09-30,9,HCHS doctors - Core Training,PUBGRP_160_OVERTIME_ADH,1537.36,10
2009-09-30,9,HCHS doctors - Core Training,PUBGRP_190_OTHER_PAYMENTS,820.14,181
2009-09-30,10,HCHS doctors - Foundation Doctor Year 2,PUBGRP_100_ADDITIONAL_ACTIVITY,505.37,173
2009-09-30,10,HCHS doctors - Foundation Doctor Year 2,PUBGRP_110_BAND_SUPPLEMENT,1107.94,4829
2009-09-30,10,HCHS doctors - Foundation Doctor Year 2,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,142.9,1394
2009-09-30,10,HCHS doctors - Foundation Doctor Year 2,PUBGRP_140_LOCAL,524.38,341
2009-09-30,10,HCHS doctors - Foundation Doctor Year 2,PUBGRP_150_ON_CALL_STANDBY,340.95,26
2009-09-30,10,HCHS doctors - Foundation Doctor Year 2,PUBGRP_160_OVERTIME_ADH,468.49,15
2009-09-30,10,HCHS doctors - Foundation Doctor Year 2,PUBGRP_190_OTHER_PAYMENTS,448.82,109
2009-09-30,11,HCHS doctors - Foundation Doctor Year 1,PUBGRP_100_ADDITIONAL_ACTIVITY,467.02,90
2009-09-30,11,HCHS doctors - Foundation Doctor Year 1,PUBGRP_110_BAND_SUPPLEMENT,807.4,5337
2009-09-30,11,HCHS doctors - Foundation Doctor Year 1,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,140.65,1346
2009-09-30,11,HCHS doctors - Foundation Doctor Year 1,PUBGRP_140_LOCAL,232.68,429
2009-09-30,11,HCHS doctors - Foundation Doctor Year 1,PUBGRP_150_ON_CALL_STANDBY,420.15,17
2009-09-30,11,HCHS doctors - Foundation Doctor Year 1,PUBGRP_190_OTHER_PAYMENTS,350.57,66
2009-09-30,12,HCHS doctors - Hospital Practitioner / Clinical Assistant,PUBGRP_100_ADDITIONAL_ACTIVITY,1001.18,254
2009-09-30,12,HCHS doctors - Hospital Practitioner / Clinical Assistant,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,36.71,368
2009-09-30,12,HCHS doctors - Hospital Practitioner / Clinical Assistant,PUBGRP_140_LOCAL,731.09,320
2009-09-30,12,HCHS doctors - Hospital Practitioner / Clinical Assistant,PUBGRP_150_ON_CALL_STANDBY,1212.05,13
2009-09-30,12,HCHS doctors - Hospital Practitioner / Clinical Assistant,PUBGRP_160_OVERTIME_ADH,584.6,13
2009-09-30,12,HCHS doctors - Hospital Practitioner / Clinical Assistant,PUBGRP_190_OTHER_PAYMENTS,707.65,102
2009-09-30,13,HCHS doctors - Other HCHS doctor grades,PUBGRP_100_ADDITIONAL_ACTIVITY,661.9,135
2009-09-30,13,HCHS doctors - Other HCHS doctor grades,PUBGRP_110_BAND_SUPPLEMENT,1269.63,15
2009-09-30,13,HCHS doctors - Other HCHS doctor grades,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,108.22,281
2009-09-30,13,HCHS doctors - Other HCHS doctor grades,PUBGRP_140_LOCAL,551.53,194
2009-09-30,13,HCHS doctors - Other HCHS doctor grades,PUBGRP_150_ON_CALL_STANDBY,901.76,15
2009-09-30,13,HCHS doctors - Other HCHS doctor grades,PUBGRP_180_SHIFT_WORKING,79.07,29
2009-09-30,13,HCHS doctors - Other HCHS doctor grades,PUBGRP_190_OTHER_PAYMENTS,482.31,111
2009-09-30,14,Nurses & health visitors,PUBGRP_100_ADDITIONAL_ACTIVITY,221.07,23198
2009-09-30,14,Nurses & health visitors,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,280.59,67671
2009-09-30,14,Nurses & health visitors,PUBGRP_140_LOCAL,110.56,17194
2009-09-30,14,Nurses & health visitors,PUBGRP_150_ON_CALL_STANDBY,165.05,14408
2009-09-30,14,Nurses & health visitors,PUBGRP_160_OVERTIME_ADH,311.96,26825
2009-09-30,14,Nurses & health visitors,PUBGRP_170_RRP,48.02,38854
2009-09-30,14,Nurses & health visitors,PUBGRP_180_SHIFT_WORKING,325.57,183211
2009-09-30,14,Nurses & health visitors,PUBGRP_190_OTHER_PAYMENTS,84.5,38566
2009-09-30,15,Midwives,PUBGRP_100_ADDITIONAL_ACTIVITY,200.88,3008
2009-09-30,15,Midwives,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,261.82,5649
2009-09-30,15,Midwives,PUBGRP_140_LOCAL,95.46,1987
2009-09-30,15,Midwives,PUBGRP_150_ON_CALL_STANDBY,96.83,5848
2009-09-30,15,Midwives,PUBGRP_160_OVERTIME_ADH,253.67,1526
2009-09-30,15,Midwives,PUBGRP_170_RRP,41.28,2932
2009-09-30,15,Midwives,PUBGRP_180_SHIFT_WORKING,346.22,18572
2009-09-30,15,Midwives,PUBGRP_190_OTHER_PAYMENTS,113.09,3081
2009-09-30,16,Ambulance staff,PUBGRP_100_ADDITIONAL_ACTIVITY,133.26,1165
2009-09-30,16,Ambulance staff,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,257.33,3807
2009-09-30,16,Ambulance staff,PUBGRP_140_LOCAL,153.66,4818
2009-09-30,16,Ambulance staff,PUBGRP_150_ON_CALL_STANDBY,111.91,1459
2009-09-30,16,Ambulance staff,PUBGRP_160_OVERTIME_ADH,436.12,12626
2009-09-30,16,Ambulance staff,PUBGRP_170_RRP,211.15,203
2009-09-30,16,Ambulance staff,PUBGRP_180_SHIFT_WORKING,489.33,16408
2009-09-30,16,Ambulance staff,PUBGRP_190_OTHER_PAYMENTS,203.95,823
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_100_ADDITIONAL_ACTIVITY,276.06,7469
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_110_BAND_SUPPLEMENT,397.57,58
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_120_MEDICAL_AWARDS,1618.6,24
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_130_GEOGRAPHIC_ALLOWANCE,303.9,30636
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_140_LOCAL,346.41,12635
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_150_ON_CALL_STANDBY,430.38,23418
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_160_OVERTIME_ADH,251.42,11382
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_170_RRP,73.3,9574
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_180_SHIFT_WORKING,98.91,25907
2009-09-30,17,"Scientific, therapeutic & technical staff",PUBGRP_190_OTHER_PAYMENTS,165.28,8171
2009-09-30,18,Support to clinical staff,PUBGRP_100_ADDITIONAL_ACTIVITY,147.76,35110
2009-09-30,18,Support to clinical staff,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,216.82,57860
2009-09-30,18,Support to clinical staff,PUBGRP_140_LOCAL,126.04,13271
2009-09-30,18,Support to clinical staff,PUBGRP_150_ON_CALL_STANDBY,149.69,6297
2009-09-30,18,Support to clinical staff,PUBGRP_160_OVERTIME_ADH,225.26,33062
2009-09-30,18,Support to clinical staff,PUBGRP_170_RRP,95.06,4222
2009-09-30,18,Support to clinical staff,PUBGRP_180_SHIFT_WORKING,253.68,133536
2009-09-30,18,Support to clinical staff,PUBGRP_190_OTHER_PAYMENTS,64.99,28705
2009-09-30,19,"Support to doctors, nurses & midwives",PUBGRP_100_ADDITIONAL_ACTIVITY,147.65,28271
2009-09-30,19,"Support to doctors, nurses & midwives",PUBGRP_130_GEOGRAPHIC_ALLOWANCE,215.38,46266
2009-09-30,19,"Support to doctors, nurses & midwives",PUBGRP_140_LOCAL,124.93,9070
2009-09-30,19,"Support to doctors, nurses & midwives",PUBGRP_150_ON_CALL_STANDBY,121.46,3762
2009-09-30,19,"Support to doctors, nurses & midwives",PUBGRP_160_OVERTIME_ADH,219.5,20867
2009-09-30,19,"Support to doctors, nurses & midwives",PUBGRP_170_RRP,91.07,3669
2009-09-30,19,"Support to doctors, nurses & midwives",PUBGRP_180_SHIFT_WORKING,261.51,115703
2009-09-30,19,"Support to doctors, nurses & midwives",PUBGRP_190_OTHER_PAYMENTS,65.5,25631
2009-09-30,20,Support to ambulance staff,PUBGRP_100_ADDITIONAL_ACTIVITY,160.08,1545
2009-09-30,20,Support to ambulance staff,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,211.78,1420
2009-09-30,20,Support to ambulance staff,PUBGRP_140_LOCAL,136.82,1768
2009-09-30,20,Support to ambulance staff,PUBGRP_150_ON_CALL_STANDBY,109.83,533
2009-09-30,20,Support to ambulance staff,PUBGRP_160_OVERTIME_ADH,275.81,7225
2009-09-30,20,Support to ambulance staff,PUBGRP_170_RRP,249.13,88
2009-09-30,20,Support to ambulance staff,PUBGRP_180_SHIFT_WORKING,297.95,8367
2009-09-30,20,Support to ambulance staff,PUBGRP_190_OTHER_PAYMENTS,129.63,412
2009-09-30,21,Support to ST&T staff,PUBGRP_100_ADDITIONAL_ACTIVITY,144.28,5310
2009-09-30,21,Support to ST&T staff,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,222.65,10240
2009-09-30,21,Support to ST&T staff,PUBGRP_140_LOCAL,122.28,2434
2009-09-30,21,Support to ST&T staff,PUBGRP_150_ON_CALL_STANDBY,213.36,2002
2009-09-30,21,Support to ST&T staff,PUBGRP_160_OVERTIME_ADH,175.82,4973
2009-09-30,21,Support to ST&T staff,PUBGRP_170_RRP,97.01,467
2009-09-30,21,Support to ST&T staff,PUBGRP_180_SHIFT_WORKING,118.31,9504
2009-09-30,21,Support to ST&T staff,PUBGRP_190_OTHER_PAYMENTS,50.04,2665
2009-09-30,22,NHS infrastructure support,PUBGRP_100_ADDITIONAL_ACTIVITY,154.07,23332
2009-09-30,22,NHS infrastructure support,PUBGRP_120_MEDICAL_AWARDS,1575.16,66
2009-09-30,22,NHS infrastructure support,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,272.15,35144
2009-09-30,22,NHS infrastructure support,PUBGRP_140_LOCAL,237.99,7358
2009-09-30,22,NHS infrastructure support,PUBGRP_150_ON_CALL_STANDBY,203.06,9620
2009-09-30,22,NHS infrastructure support,PUBGRP_160_OVERTIME_ADH,276.82,23979
2009-09-30,22,NHS infrastructure support,PUBGRP_170_RRP,242.89,6235
2009-09-30,22,NHS infrastructure support,PUBGRP_180_SHIFT_WORKING,215.32,46203
2009-09-30,22,NHS infrastructure support,PUBGRP_190_OTHER_PAYMENTS,282.61,7932
2009-09-30,23,Senior managers,PUBGRP_100_ADDITIONAL_ACTIVITY,2336.55,130
2009-09-30,23,Senior managers,PUBGRP_120_MEDICAL_AWARDS,1666.14,57
2009-09-30,23,Senior managers,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,336.14,2184
2009-09-30,23,Senior managers,PUBGRP_140_LOCAL,759.54,977
2009-09-30,23,Senior managers,PUBGRP_150_ON_CALL_STANDBY,186.97,1648
2009-09-30,23,Senior managers,PUBGRP_160_OVERTIME_ADH,602.13,51
2009-09-30,23,Senior managers,PUBGRP_170_RRP,568.71,238
2009-09-30,23,Senior managers,PUBGRP_180_SHIFT_WORKING,136.17,196
2009-09-30,23,Senior managers,PUBGRP_190_OTHER_PAYMENTS,1412.73,478
2009-09-30,24,Managers,PUBGRP_100_ADDITIONAL_ACTIVITY,558.51,317
2009-09-30,24,Managers,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,355.83,6002
2009-09-30,24,Managers,PUBGRP_140_LOCAL,197.68,1149
2009-09-30,24,Managers,PUBGRP_150_ON_CALL_STANDBY,172.8,2568
2009-09-30,24,Managers,PUBGRP_160_OVERTIME_ADH,480.08,846
2009-09-30,24,Managers,PUBGRP_170_RRP,204.31,440
2009-09-30,24,Managers,PUBGRP_180_SHIFT_WORKING,252.97,852
2009-09-30,24,Managers,PUBGRP_190_OTHER_PAYMENTS,620.01,773
2009-09-30,25,Central functions,PUBGRP_100_ADDITIONAL_ACTIVITY,169.72,4917
2009-09-30,25,Central functions,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,264.11,18316
2009-09-30,25,Central functions,PUBGRP_140_LOCAL,160.72,2061
2009-09-30,25,Central functions,PUBGRP_150_ON_CALL_STANDBY,190.42,2010
2009-09-30,25,Central functions,PUBGRP_160_OVERTIME_ADH,248.93,5137
2009-09-30,25,Central functions,PUBGRP_170_RRP,162.97,886
2009-09-30,25,Central functions,PUBGRP_180_SHIFT_WORKING,173.21,4795
2009-09-30,25,Central functions,PUBGRP_190_OTHER_PAYMENTS,247.28,2621
2009-09-30,26,"Hotel, property & estates",PUBGRP_100_ADDITIONAL_ACTIVITY,126.83,17972
2009-09-30,26,"Hotel, property & estates",PUBGRP_130_GEOGRAPHIC_ALLOWANCE,214.04,8676
2009-09-30,26,"Hotel, property & estates",PUBGRP_140_LOCAL,142.14,3171
2009-09-30,26,"Hotel, property & estates",PUBGRP_150_ON_CALL_STANDBY,241.24,3394
2009-09-30,26,"Hotel, property & estates",PUBGRP_160_OVERTIME_ADH,274.26,17947
2009-09-30,26,"Hotel, property & estates",PUBGRP_170_RRP,245.09,4671
2009-09-30,26,"Hotel, property & estates",PUBGRP_180_SHIFT_WORKING,219.88,40366
2009-09-30,26,"Hotel, property & estates",PUBGRP_190_OTHER_PAYMENTS,108.07,4062
2009-09-30,27,Unknown classification,PUBGRP_100_ADDITIONAL_ACTIVITY,159.97,240
2009-09-30,27,Unknown classification,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,227.54,1008
2009-09-30,27,Unknown classification,PUBGRP_140_LOCAL,165.22,210
2009-09-30,27,Unknown classification,PUBGRP_150_ON_CALL_STANDBY,187.21,123
2009-09-30,27,Unknown classification,PUBGRP_160_OVERTIME_ADH,190.54,291
2009-09-30,27,Unknown classification,PUBGRP_170_RRP,72.51,59
2009-09-30,27,Unknown classification,PUBGRP_180_SHIFT_WORKING,173.59,837
2009-09-30,27,Unknown classification,PUBGRP_190_OTHER_PAYMENTS,51.98,384
2009-10-31,1,All staff,PUBGRP_100_ADDITIONAL_ACTIVITY,541.98,124440
2009-10-31,1,All staff,PUBGRP_110_BAND_SUPPLEMENT,1332.54,44781
2009-10-31,1,All staff,PUBGRP_120_MEDICAL_AWARDS,1314.68,20435
2009-10-31,1,All staff,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,251.38,227708
2009-10-31,1,All staff,PUBGRP_140_LOCAL,386.68,71071
2009-10-31,1,All staff,PUBGRP_150_ON_CALL_STANDBY,270.82,88050
2009-10-31,1,All staff,PUBGRP_160_OVERTIME_ADH,274.91,106061
2009-10-31,1,All staff,PUBGRP_170_RRP,80.97,62113
2009-10-31,1,All staff,PUBGRP_180_SHIFT_WORKING,258.3,417761
2009-10-31,1,All staff,PUBGRP_190_OTHER_PAYMENTS,160.34,96494
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_100_ADDITIONAL_ACTIVITY,887.85,66360
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_110_BAND_SUPPLEMENT,1332.71,44769
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_120_MEDICAL_AWARDS,1313.56,20369
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,259.47,133725
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_140_LOCAL,483.22,50399
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_150_ON_CALL_STANDBY,291.95,72217
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_160_OVERTIME_ADH,316.19,50960
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_170_RRP,59.28,51590
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_180_SHIFT_WORKING,284.96,242442
2009-10-31,2,Professionally qualified clinical staff,PUBGRP_190_OTHER_PAYMENTS,177.4,58833
2009-10-31,3,HCHS doctors - All grades,PUBGRP_100_ADDITIONAL_ACTIVITY,1669.93,30288
2009-10-31,3,HCHS doctors - All grades,PUBGRP_110_BAND_SUPPLEMENT,1333.88,44710
2009-10-31,3,HCHS doctors - All grades,PUBGRP_120_MEDICAL_AWARDS,1313.51,20340
2009-10-31,3,HCHS doctors - All grades,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,141.8,25590
2009-10-31,3,HCHS doctors - All grades,PUBGRP_140_LOCAL,1308.22,13054
2009-10-31,3,HCHS doctors - All grades,PUBGRP_150_ON_CALL_STANDBY,323.05,27993
2009-10-31,3,HCHS doctors - All grades,PUBGRP_160_OVERTIME_ADH,1038.08,274
2009-10-31,3,HCHS doctors - All grades,PUBGRP_170_RRP,1200.93,141
2009-10-31,3,HCHS doctors - All grades,PUBGRP_180_SHIFT_WORKING,146.71,1063
2009-10-31,3,HCHS doctors - All grades,PUBGRP_190_OTHER_PAYMENTS,738.34,6693
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_100_ADDITIONAL_ACTIVITY,1761.5,23546
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_110_BAND_SUPPLEMENT,1275.46,296
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_120_MEDICAL_AWARDS,1315.57,20284
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,143.85,9061
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_140_LOCAL,1632.42,6561
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_150_ON_CALL_STANDBY,319.26,27141
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_160_OVERTIME_ADH,1083.38,90
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_170_RRP,1174.6,130
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_180_SHIFT_WORKING,149.44,958
2009-10-31,4,HCHS doctors - Consultant,PUBGRP_190_OTHER_PAYMENTS,658.09,4031
2009-10-31,5,HCHS doctors - Associate Specialist,PUBGRP_100_ADDITIONAL_ACTIVITY,1925.57,1368
2009-10-31,5,HCHS doctors - Associate Specialist,PUBGRP_110_BAND_SUPPLEMENT,2253.02,28
2009-10-31,5,HCHS doctors - Associate Specialist,PUBGRP_120_MEDICAL_AWARDS,389.59,42
2009-10-31,5,HCHS doctors - Associate Specialist,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,120.65,927
2009-10-31,5,HCHS doctors - Associate Specialist,PUBGRP_140_LOCAL,1830.99,736
2009-10-31,5,HCHS doctors - Associate Specialist,PUBGRP_150_ON_CALL_STANDBY,479.92,273
2009-10-31,5,HCHS doctors - Associate Specialist,PUBGRP_160_OVERTIME_ADH,1311.4,49
2009-10-31,5,HCHS doctors - Associate Specialist,PUBGRP_180_SHIFT_WORKING,191.46,18
2009-10-31,5,HCHS doctors - Associate Specialist,PUBGRP_190_OTHER_PAYMENTS,1473.2,223
2009-10-31,6,HCHS doctors - Specialty Doctor,PUBGRP_100_ADDITIONAL_ACTIVITY,1465.88,1707
2009-10-31,6,HCHS doctors - Specialty Doctor,PUBGRP_110_BAND_SUPPLEMENT,1748.19,98
2009-10-31,6,HCHS doctors - Specialty Doctor,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,106.22,848
2009-10-31,6,HCHS doctors - Specialty Doctor,PUBGRP_140_LOCAL,1315.37,694
2009-10-31,6,HCHS doctors - Specialty Doctor,PUBGRP_150_ON_CALL_STANDBY,248.81,334
2009-10-31,6,HCHS doctors - Specialty Doctor,PUBGRP_160_OVERTIME_ADH,1137.89,15
2009-10-31,6,HCHS doctors - Specialty Doctor,PUBGRP_180_SHIFT_WORKING,236.29,19
2009-10-31,6,HCHS doctors - Specialty Doctor,PUBGRP_190_OTHER_PAYMENTS,375.41,220
2009-10-31,7,HCHS doctors - Staff Grade,PUBGRP_100_ADDITIONAL_ACTIVITY,1530.15,1124
2009-10-31,7,HCHS doctors - Staff Grade,PUBGRP_110_BAND_SUPPLEMENT,1601.19,111
2009-10-31,7,HCHS doctors - Staff Grade,PUBGRP_130_GEOGRAPHIC_ALLOWANCE,120.84,440
