DATE,PAYMENT_TYPE,STAFF_GROUP_ORDER,STAFF_GROUP,AFC_BAND,GRADE_STEP,AMOUNT,SAMPLE_SIZE
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,4,3320.75,20996
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,5,3268.7,14684
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,6,3612.49,11692
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,7,3560.75,7260
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,8,3595.07,7029
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,9,3323.24,87966
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,All grade steps,3338.16,257307
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 6,Unknown,3241.47,17
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,1,3780.78,24314
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,2,3804.41,24262
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,3,3997.1,21696
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,4,3940.55,15684
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,5,3892.18,11021
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,6,4198.62,8452
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,7,4209.27,4795
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,8,4225.5,3964
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,9,3910.97,55639
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,All grade steps,3925.57,169584
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 7,Unknown,3764.48,11
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8a,1,4323.54,10499
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8a,2,4385.79,9792
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8a,3,5454.28,9133
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8a,4,5961.51,6537
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8a,5,5926.85,4206
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8a,6,4705.0,24971
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8a,All grade steps,4913.79,65034
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8b,1,5074.06,3916
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8b,2,5001.37,3917
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8b,3,6654.55,3689
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8b,4,7501.72,2371
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8b,5,7396.58,1489
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8b,6,5759.3,9367
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8b,All grade steps,5935.72,24728
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8c,1,6137.85,2012
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8c,2,6069.07,1907
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8c,3,7968.21,1793
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8c,4,8922.34,1194
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8c,5,8814.49,757
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8c,6,6951.44,4848
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8c,All grade steps,7143.54,12495
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8d,1,7291.3,832
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8d,2,7550.17,818
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8d,3,9625.44,821
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8d,4,10776.28,496
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8d,5,10692.0,344
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8d,6,8440.03,2436
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 8d,All grade steps,8660.65,5745
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 9,1,9049.44,495
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 9,2,8933.37,452
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 9,3,11404.25,404
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 9,4,13555.71,252
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 9,5,12699.62,143
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 9,6,10340.54,1464
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 9,All grade steps,10451.2,3216
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Band 9,Unknown,10523.12,11
2024-11-30,PUBGRP_020_EARNINGS,1,All staff groups,Non AfC band,Unknown,4501.08,15745
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,All AfC bands,All grade steps,3449.44,404233
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 4,1,2405.4,96
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 4,2,2494.11,32
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 4,3,2374.19,40
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 4,4,2418.73,18
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 4,7,2800.52,12
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 4,All grade steps,2437.88,211
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 5,1,2728.13,30130
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 5,2,2847.1,30378
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 5,3,3049.13,20528
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 5,4,2985.83,15780
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 5,5,3255.6,10318
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 5,6,3248.68,8881
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 5,7,3146.05,5916
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 5,8,2780.45,56932
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 5,All grade steps,2895.71,178806
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,1,3255.57,18580
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,2,3241.09,17608
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,3,3373.95,14943
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,4,3303.12,10778
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,5,3243.63,7355
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,6,3603.11,5486
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,7,3558.61,2874
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,8,3512.29,2491
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,9,3360.85,45570
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 6,All grade steps,3339.0,125591
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,1,3813.93,9776
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,2,3848.6,10116
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,3,4057.33,9599
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,4,4002.23,6772
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,5,3967.7,4846
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,6,4288.31,3539
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,7,4256.66,1757
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,8,4264.28,1553
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,9,3964.28,24788
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 7,All grade steps,3976.51,72691
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8a,1,4474.36,3292
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8a,2,4544.95,3187
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8a,3,5650.72,3137
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8a,4,6217.13,2231
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8a,5,6188.87,1553
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8a,6,4874.57,7330
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8a,All grade steps,5123.92,20718
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8b,1,5327.72,842
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8b,2,5178.43,887
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8b,3,6863.43,797
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8b,4,7823.18,463
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8b,5,7666.78,324
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8b,6,5814.9,1496
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8b,All grade steps,6107.91,4806
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8c,1,6339.17,373
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8c,2,6342.12,359
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8c,3,8196.11,363
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8c,4,9162.65,230
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8c,5,9088.74,141
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8c,6,6956.22,508
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8c,All grade steps,7369.08,1973
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8d,1,7134.19,144
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8d,2,8581.31,136
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8d,3,9797.38,149
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8d,4,10705.34,94
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8d,5,10558.01,62
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8d,6,7960.64,212
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 8d,All grade steps,8812.27,796
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 9,1,9236.74,85
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 9,2,8869.3,85
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 9,3,11532.41,71
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 9,4,16370.92,52
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 9,5,12418.51,18
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 9,6,10147.61,143
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Band 9,All grade steps,10784.75,454
2024-11-30,PUBGRP_020_EARNINGS,2,Nurses & health visitors,Non AfC band,Unknown,7875.04,725
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,All AfC bands,All grade steps,3275.31,29750
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 5,1,2499.09,2070
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 5,2,2571.53,912
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 5,3,2721.45,338
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 5,4,2824.2,216
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 5,5,3067.67,79
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 5,6,3360.27,143
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 5,7,3228.67,62
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 5,8,2977.47,197
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 5,All grade steps,2628.29,4017
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,1,3322.0,2273
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,2,3163.65,2008
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,3,3268.45,1397
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,4,3134.26,1210
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,5,3021.95,1054
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,6,3327.49,941
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,7,3319.93,858
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,8,3176.38,756
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,9,2962.07,8707
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 6,All grade steps,3110.01,19170
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,1,3362.79,945
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,2,3577.45,929
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,3,3788.54,884
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,4,3811.94,587
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,5,3792.01,428
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,6,4043.13,265
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,7,4303.74,130
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,8,4205.2,116
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,9,3939.29,2327
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 7,All grade steps,3788.47,6599
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8a,1,4426.09,81
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8a,2,4253.76,63
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8a,3,5557.93,67
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8a,4,6354.6,26
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8a,5,5806.2,25
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8a,6,5006.56,77
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8a,All grade steps,5007.84,339
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8b,2,4781.63,13
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8b,6,5749.17,10
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8b,All grade steps,5989.88,49
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8c,All grade steps,7615.63,20
2024-11-30,PUBGRP_020_EARNINGS,3,Midwives,Band 8d,All grade steps,8484.01,11
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,All AfC bands,All grade steps,4077.07,22556
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 5,1,2979.68,2238
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 5,2,3202.74,1885
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 5,3,3289.77,440
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 5,4,3340.81,285
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 5,5,3746.03,86
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 5,6,4213.92,261
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 5,7,4124.4,31
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 5,8,3186.28,118
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 5,All grade steps,3186.96,5344
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,1,3878.23,1821
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,2,3880.47,1583
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,3,4023.84,1152
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,4,4035.96,1066
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,5,4090.63,896
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,6,4516.08,609
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,7,4377.35,384
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,8,4355.39,1208
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,9,4164.04,4049
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 6,All grade steps,4103.7,12763
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,1,4545.5,576
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,2,4615.09,529
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,3,4699.91,420
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,4,4758.31,387
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,5,4700.18,242
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,6,5177.76,206
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,7,5229.03,201
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,8,5347.08,277
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,9,5095.42,966
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 7,All grade steps,4879.79,3798
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8a,1,4757.68,149
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8a,2,4757.42,89
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8a,3,5955.42,65
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8a,4,6399.95,50
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8a,5,6931.32,32
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8a,6,5262.82,125
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8a,All grade steps,5331.49,510
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8b,1,5785.09,19
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8b,2,5333.62,20
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8b,3,6536.06,15
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8b,5,8707.47,10
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8b,6,6911.21,45
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8b,All grade steps,6686.28,118
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8c,6,7235.01,13
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8c,All grade steps,7534.87,36
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Band 8d,All grade steps,8847.2,17
2024-11-30,PUBGRP_020_EARNINGS,4,Ambulance staff,Non AfC band,Unknown,4027.42,23
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",All AfC bands,All grade steps,3651.05,198654
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 4,1,2143.82,1047
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 4,2,2177.87,684
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 4,3,2124.54,478
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 4,4,2164.41,359
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 4,5,2172.4,231
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 4,6,2180.33,226
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 4,7,1932.73,2015
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 4,All grade steps,2068.88,5036
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 5,1,2554.65,10963
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 5,2,2632.75,8112
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 5,3,2754.34,3986
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 5,4,2704.55,2215
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 5,5,2935.21,1356
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 5,6,2903.18,1204
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 5,7,2873.33,794
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 5,8,2595.26,7636
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 5,All grade steps,2645.88,36249
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,1,3209.82,10480
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,2,3237.61,9375
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,3,3329.62,7030
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,4,3248.96,4924
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,5,3159.2,3574
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,6,3474.67,2995
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,7,3421.12,2062
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,8,3318.58,1703
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,9,3124.16,21357
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,All grade steps,3224.36,63431
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,1,3670.7,8566
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,2,3665.11,8218
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,3,3830.17,6869
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,4,3721.55,5086
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,5,3689.57,3762
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,6,3939.44,2887
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,7,3881.94,1707
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,8,3831.15,1296
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,9,3637.79,19855
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,All grade steps,3714.53,58119
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,1,4042.64,3904
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,2,4134.07,3584
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,3,5074.15,3167
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,4,5532.98,2352
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,5,5472.81,1601
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,6,4332.91,10176
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,All grade steps,4555.1,24707
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,1,4499.47,1313
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,2,4552.16,1310
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,3,6022.08,1209
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,4,6937.86,807
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,5,6750.1,521
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,6,5309.02,3310
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,All grade steps,5424.51,8453
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,1,5439.62,542
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,2,5465.86,527
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,3,7284.22,471
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,4,8035.29,327
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,5,8177.87,237
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,6,6456.3,1592
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,All grade steps,6551.72,3679
2024-11-30,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8d,1,6721.3,138
