DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,MAIN_STAFF_GROUP,STAFF_GROUP_1,STAFF_GROUP_2,CARE_SETTING,LEVEL,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,001_Nurse Consultant,Band 8a,2.8,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,001_Nurse Consultant,Band 8b,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,001_Nurse Consultant,Band 8c,12.81,13
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,002_Modern Matron,Band 7,9.16667,10
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,002_Modern Matron,Band 8a,74.0,76
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,002_Modern Matron,Band 8b,6.28,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,002_Modern Matron,Band 8c,3.6,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 6,0.9,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 7,1.4,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 8a,12.30667,13
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 8b,14.58667,16
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 8c,29.50667,33
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 8d,12.2,13
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Band 9,1.8,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,004_Nurse Manager,Non AfC Grade,5.0,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 4,7.0,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 5,1790.07583,1869
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 6,1755.34509,1870
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 7,957.66157,1029
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 8a,165.87999,178
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 8b,22.04667,24
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 8c,6.18,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 8d,1.4,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 9,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,016_Other 2nd Level Nurse,Band 6,7.0,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,016_Other 2nd Level Nurse,Band 7,0.6,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,016_Other 2nd Level Nurse,Band 8a,4.8,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,016_Other 2nd Level Nurse,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,001_Nurse Consultant,Band 8c,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,002_Modern Matron,Band 8a,7.2,8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,004_Nurse Manager,Band 8c,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,004_Nurse Manager,Band 9,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,005_Children's Nurse,Band 6,5.92,6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,005_Children's Nurse,Band 7,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,015_Other 1st Level Nurse,Band 5,8.61333,9
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,015_Other 1st Level Nurse,Band 6,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,003_Maternity Services,015_Other 1st Level Nurse,Band 8a,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,002_Modern Matron,Band 8a,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,004_Nurse Manager,Band 7,2.8,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,015_Other 1st Level Nurse,Band 6,12.78,14
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,015_Other 1st Level Nurse,Band 7,36.33333,41
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,015_Other 1st Level Nurse,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,001_Nurse Consultant,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,002_Modern Matron,Band 8a,9.59,10
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,002_Modern Matron,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 7,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 8a,4.0,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 8b,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 8c,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 8d,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 9,0.89333,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Non AfC Grade,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 4,4.0,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 5,216.44559,226
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 6,150.94296,175
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 7,136.6659,157
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 8a,8.62,9
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 8b,3.0,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 8c,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 4,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 5,78.74666,82
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 6,77.67319,89
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 7,53.28534,60
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 8a,25.93667,30
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,016_Other 2nd Level Nurse,Band 8a,0.90667,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),002_Modern Matron,Band 8a,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),002_Modern Matron,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),005_Children's Nurse,Band 5,33.58666,35
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),005_Children's Nurse,Band 6,70.90319,79
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),005_Children's Nurse,Band 7,27.87172,32
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),005_Children's Nurse,Band 8a,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,011_Neonatal Nursing (including SCBUs),015_Other 1st Level Nurse,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,001_Nurse Consultant,Band 8b,1.5,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,002_Modern Matron,Band 8a,3.84333,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,003_Community Matron,Band 7,5.8,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,003_Community Matron,Band 8a,1.54,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Band 7,3.57333,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Band 8a,11.0,11
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Band 8c,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Non AfC Grade,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,005_Children's Nurse,Band 5,5.0,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,005_Children's Nurse,Band 6,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,010_District Nurse - 1st Level,Band 6,17.76,19
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,010_District Nurse - 1st Level,Band 7,5.13333,6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,010_District Nurse - 1st Level,Band 8b,0.6,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 4,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 5,116.09517,124
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 6,83.66,89
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 7,93.29132,103
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 8a,16.4,19
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,017_Post 1st Level Registration Nurse Learner,Band 5,13.0,13
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,010_School Nursing,004_Nurse Manager,Band 8a,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,010_School Nursing,014_Qualified School Nurse,Band 5,5.3536,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,010_School Nursing,014_Qualified School Nurse,Band 7,4.0,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,010_School Nursing,015_Other 1st Level Nurse,Band 5,0.64,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,010_School Nursing,015_Other 1st Level Nurse,Band 6,7.0,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,010_School Nursing,015_Other 1st Level Nurse,Band 7,4.7432,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,006_Nurses - learning disabilities / difficulties,006_Community Learning Disabilities,015_Other 1st Level Nurse,Band 5,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,006_Nurses - learning disabilities / difficulties,006_Community Learning Disabilities,015_Other 1st Level Nurse,Band 6,4.91,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,006_Nurses - learning disabilities / difficulties,006_Community Learning Disabilities,015_Other 1st Level Nurse,Band 7,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,007_Nurses - mental health,004_Community Mental Health,015_Other 1st Level Nurse,Band 5,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,008_Health visitors - community health,008_Community Services,007_Health Visitor,Band 5,3.4,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,008_Health visitors - community health,008_Community Services,007_Health Visitor,Band 6,48.05333,53
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,008_Health visitors - community health,008_Community Services,007_Health Visitor,Band 7,43.88666,48
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,008_Health visitors - community health,008_Community Services,007_Health Visitor,Band 8a,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,009_Nurses - other training,003_Maternity Services,017_Post 1st Level Registration Nurse Learner,Band 5,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 5,26.03083,28
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 6,181.94826,219
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 7,78.12666,89
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 8a,1.0,1
