DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,MAIN_STAFF_GROUP,STAFF_GROUP_1,STAFF_GROUP_2,CARE_SETTING,LEVEL,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,029_Clinical Bioinformatics,018_Healthcare Science Practitioner,Band 4,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,029_Clinical Bioinformatics,018_Healthcare Science Practitioner,Band 5,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,029_Clinical Bioinformatics,018_Healthcare Science Practitioner,Band 6,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,001_Adult and General,102_Nursing Associate,Band 4,10.34667,11
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,001_Adult and General,102_Nursing Associate,Band 5,10.0,10
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,001_Adult and General,103_Nursing Assistant Practitioner,Band 4,23.21333,29
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,001_Adult and General,104_Student Nursing Associate,Band 4,43.0,43
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,001_Adult and General,106_Nursing Assistant/Auxiliary,Band 2,1.28001,3
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,001_Adult and General,106_Nursing Assistant/Auxiliary,Band 3,553.50227,676
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,001_Adult and General,106_Nursing Assistant/Auxiliary,Band 5,27.0,27
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,001_Adult and General,108_Support Worker,Band 2,29.7467,40
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,002_Children and Young People,103_Nursing Assistant Practitioner,Band 4,1.8,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,002_Children and Young People,106_Nursing Assistant/Auxiliary,Band 3,12.97335,16
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,003_Maternity Services,103_Nursing Assistant Practitioner,Band 4,3.36,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,003_Maternity Services,106_Nursing Assistant/Auxiliary,Band 3,27.3867,37
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,003_Maternity Services,106_Nursing Assistant/Auxiliary,Band 4,1.90667,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,003_Maternity Services,106_Nursing Assistant/Auxiliary,Band 5,4.0,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,003_Maternity Services,108_Support Worker,Band 2,4.22667,5
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,008_Community Services,102_Nursing Associate,Band 4,6.46667,7
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,008_Community Services,102_Nursing Associate,Band 5,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,008_Community Services,103_Nursing Assistant Practitioner,Band 4,6.50667,9
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,008_Community Services,104_Student Nursing Associate,Band 4,3.8,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,008_Community Services,106_Nursing Assistant/Auxiliary,Band 3,49.16001,60
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,011_Neonatal Nursing (including SCBUs),103_Nursing Assistant Practitioner,Band 4,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",021_Nursing support staff,014_Central functions,108_Support Worker,Non AfC Grade,7.0,7
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",022_Clerical & administrative,013_Clinical Support,109_Clerical & Administrative,Band 2,111.27307,154
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",022_Clerical & administrative,013_Clinical Support,109_Clerical & Administrative,Band 3,203.05549,261
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",022_Clerical & administrative,013_Clinical Support,109_Clerical & Administrative,Band 4,118.93308,137
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",022_Clerical & administrative,013_Clinical Support,109_Clerical & Administrative,Band 5,20.56,23
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",022_Clerical & administrative,013_Clinical Support,109_Clerical & Administrative,Band 6,23.76,24
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,"019_Support to doctors, nurses & midwives",022_Clerical & administrative,013_Clinical Support,109_Clerical & Administrative,Band 7,8.45333,9
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,001_Chiropody/Podiatry,102_Student/Trainee,Band 5,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,001_Chiropody/Podiatry,103_Assistant,Band 3,1.8,3
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,002_Dietetics,101_Assistant Practitioner,Band 4,0.8,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,002_Dietetics,102_Student/Trainee,Band 5,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,002_Dietetics,103_Assistant,Band 3,2.77333,3
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,003_Occupational Therapy,101_Assistant Practitioner,Band 4,2.1,3
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,003_Occupational Therapy,102_Student/Trainee,Band 5,0.8,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,003_Occupational Therapy,103_Assistant,Band 3,9.98666,12
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,003_Occupational Therapy,103_Assistant,Band 4,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,006_Physiotherapy,101_Assistant Practitioner,Band 4,6.34,8
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,006_Physiotherapy,102_Student/Trainee,Band 5,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,006_Physiotherapy,103_Assistant,Band 3,12.46,15
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,007_Radiography (diagnostic),101_Assistant Practitioner,Band 4,4.25333,5
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,007_Radiography (diagnostic),103_Assistant,Band 2,13.34879,20
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,007_Radiography (diagnostic),103_Assistant,Band 3,8.25333,10
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,007_Radiography (diagnostic),103_Assistant,Band 4,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,011_Speech & Language Therapy,103_Assistant,Band 3,1.64,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,011_Speech & Language Therapy,103_Assistant,Band 4,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,012_Operating Theatres,101_Assistant Practitioner,Band 4,1.96,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,012_Operating Theatres,102_Student/Trainee,Band 5,9.8,10
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,030_Support to AHPs,012_Operating Theatres,103_Assistant,Band 5,4.0,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,014_Multi-therapies,101_Assistant Practitioner,Band 3,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,014_Multi-therapies,101_Assistant Practitioner,Band 4,14.93333,18
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,014_Multi-therapies,103_Assistant,Band 3,7.11999,9
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,018_Pharmacy,102_Student/Trainee,Band 4,14.6,15
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,018_Pharmacy,102_Student/Trainee,Band 5,4.0,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,018_Pharmacy,103_Assistant,Band 2,21.02666,25
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,018_Pharmacy,103_Assistant,Band 3,23.12,29
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,018_Pharmacy,103_Assistant,Band 4,10.76,14
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,018_Pharmacy,103_Assistant,Band 5,2.85333,3
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,025_Other ST&T Staff,101_Assistant Practitioner,Band 4,10.34667,12
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,025_Other ST&T Staff,101_Assistant Practitioner,Band 5,0.6,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,031_Support to other ST&T staff,025_Other ST&T Staff,103_Assistant,Band 3,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,020_Blood Sciences,104_Healthcare Science Associate,Band 4,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,020_Blood Sciences,107_Trainee Healthcare Science Practitioner,Band 5,3.0,3
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,020_Blood Sciences,109_Healthcare Science Assistant,Band 2,11.14666,20
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,020_Blood Sciences,109_Healthcare Science Assistant,Band 3,26.72879,40
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,020_Blood Sciences,109_Healthcare Science Assistant,Band 4,0.74667,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,021_Infection Sciences,104_Healthcare Science Associate,Band 4,6.0,6
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,021_Infection Sciences,107_Trainee Healthcare Science Practitioner,Band 3,5.0,5
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,021_Infection Sciences,109_Healthcare Science Assistant,Band 3,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,021_Infection Sciences,109_Healthcare Science Assistant,Band 4,4.0,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,022_Cellular Sciences,107_Trainee Healthcare Science Practitioner,Band 5,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,022_Cellular Sciences,108_Trainee Healthcare Science Associate,Band 4,0.93333,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,022_Cellular Sciences,109_Healthcare Science Assistant,Band 2,2.82,3
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,022_Cellular Sciences,109_Healthcare Science Assistant,Band 4,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,"024_Cardiac, Vascular, Respiratory & Sleep Sciences",104_Healthcare Science Associate,Band 4,3.69333,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,"024_Cardiac, Vascular, Respiratory & Sleep Sciences",108_Trainee Healthcare Science Associate,Band 4,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,"024_Cardiac, Vascular, Respiratory & Sleep Sciences",109_Healthcare Science Assistant,Band 2,2.61333,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,"024_Cardiac, Vascular, Respiratory & Sleep Sciences",109_Healthcare Science Assistant,Band 3,1.74667,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,025_Neurosensory Sciences,104_Healthcare Science Associate,Band 3,0.6,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,032_Support to healthcare scientists,028_Clinical Engineering,107_Trainee Healthcare Science Practitioner,Band 5,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,033_Clerical & administrative,"033_Scientific, Therapeutic & Technical Support",112_Clerical & Administrative,Band 2,2.9,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,033_Clerical & administrative,"033_Scientific, Therapeutic & Technical Support",112_Clerical & Administrative,Band 3,3.93333,6
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,033_Clerical & administrative,"033_Scientific, Therapeutic & Technical Support",112_Clerical & Administrative,Band 4,7.76667,9
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,033_Clerical & administrative,"033_Scientific, Therapeutic & Technical Support",112_Clerical & Administrative,Band 5,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,018_Support to clinical staff,029_Support to ST&T staff,033_Clerical & administrative,"033_Scientific, Therapeutic & Technical Support",112_Clerical & Administrative,Band 6,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,036_Senior managers,037_Senior managers,001_Central Functions,001_Senior Manager,Band 8b,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,036_Senior managers,037_Senior managers,001_Central Functions,001_Senior Manager,Band 8c,3.0,3
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,036_Senior managers,037_Senior managers,001_Central Functions,001_Senior Manager,Band 9,3.0,3
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,036_Senior managers,037_Senior managers,001_Central Functions,001_Senior Manager,Non AfC Grade,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,036_Senior managers,037_Senior managers,001_Central Functions,001_Senior Manager,Very Senior Manager,4.0,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,036_Senior managers,037_Senior managers,"002_Hotel, Property & Estates",001_Senior Manager,Band 8a,1.0,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,036_Senior managers,037_Senior managers,"002_Hotel, Property & Estates",001_Senior Manager,Band 8c,0.69333,1
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,001_Central Functions,002_Manager,Band 8a,36.90667,39
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,001_Central Functions,002_Manager,Band 8b,17.25333,18
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,001_Central Functions,002_Manager,Band 8c,11.5,12
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,001_Central Functions,002_Manager,Band 8d,6.4,7
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,001_Central Functions,002_Manager,Band 9,2.0,2
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,001_Central Functions,002_Manager,Non AfC Grade,4.0,4
2025-10-31,Organisation,Y62,North West,QE1,Lancashire and South Cumbria,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,035_NHS infrastructure support,038_Managers,039_Managers,"002_Hotel, Property & Estates",002_Manager,Band 8a,1.0,1
