DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,SPECIALTY_GROUP,SPECIALTY,STAFF_GROUP_1,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Core Training,Core Training,5.0,5
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,7.61875,8
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,4.7875,5
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,0.15,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Respiratory medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,22.4625,24
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Rheumatology,HCHS doctors - Consultant,Consultant,10.55,13
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Rheumatology,HCHS doctors - Core Training,Core Training,3.0,3
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Rheumatology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Rheumatology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Rheumatology,HCHS doctors - Specialty Registrar,Specialty Registrar,7.8875,9
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Sport and exercise medicine,HCHS doctors - Consultant,Consultant,0.2,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,General medicine group,Sport and exercise medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,4.6,5
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Community sexual and reproductive health,HCHS doctors - Consultant,Consultant,0.725,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Community sexual and reproductive health,HCHS doctors - Hospital Practitioner / Clinical Assistant,Hospital Practitioner / Clinical Assistant,0.4,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Associate Specialist,Associate Specialist,2.125,3
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Consultant,Consultant,78.8092,81
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Core Training,Core Training,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,4.0,4
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,7.0,7
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Specialty Doctor,Specialty Doctor,6.0,6
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Specialty Registrar,Specialty Registrar,96.33625,102
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Staff Grade,Staff Grade,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Consultant,Consultant,88.875,96
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Core Training,Core Training,6.5,10
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,3.0,3
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,5.0,5
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Specialty Doctor,Specialty Doctor,3.6,4
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Paediatric group,Paediatrics,HCHS doctors - Specialty Registrar,Specialty Registrar,158.6475,180
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Chemical pathology,HCHS doctors - Consultant,Consultant,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Chemical pathology,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Chemical pathology,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Haematology,HCHS doctors - Consultant,Consultant,16.44,17
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Haematology,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Haematology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Haematology,HCHS doctors - Specialty Doctor,Specialty Doctor,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Haematology,HCHS doctors - Specialty Registrar,Specialty Registrar,20.7725,22
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Histopathology,HCHS doctors - Consultant,Consultant,32.825,34
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Histopathology,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Histopathology,HCHS doctors - Specialty Doctor,Specialty Doctor,0.8,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Histopathology,HCHS doctors - Specialty Registrar,Specialty Registrar,16.46875,17
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Immunology,HCHS doctors - Consultant,Consultant,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Immunology,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Consultant,Consultant,15.29,16
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Pathology group,Medical microbiology,HCHS doctors - Specialty Registrar,Specialty Registrar,12.3375,14
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Psychiatry group,General psychiatry,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,12.0,12
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Psychiatry group,General psychiatry,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,8.0,8
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Public health medicine and Community health service group,General dental practitioner,HCHS doctors - Specialty Registrar,Specialty Registrar,0.04625,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Consultant,Consultant,108.3869,120
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Specialty Doctor,Specialty Doctor,7.0,7
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Radiology group,Clinical radiology,HCHS doctors - Specialty Registrar,Specialty Registrar,52.41875,54
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Radiology group,Nuclear medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,0.6,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Consultant,Consultant,9.0,9
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Cardio-thoracic surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,47.0,47
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,General surgery,HCHS doctors - Associate Specialist,Associate Specialist,1.9,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,General surgery,HCHS doctors - Consultant,Consultant,35.52688,43
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,General surgery,HCHS doctors - Core Training,Core Training,13.825,14
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,General surgery,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,28.06875,29
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,General surgery,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.0,3
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,General surgery,HCHS doctors - Specialty Doctor,Specialty Doctor,4.0,4
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,General surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,75.625,78
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Neurosurgery,HCHS doctors - Consultant,Consultant,6.87,7
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Neurosurgery,HCHS doctors - Specialty Registrar,Specialty Registrar,23.0,23
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Associate Specialist,Associate Specialist,0.8,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Consultant,Consultant,16.175,17
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Specialty Doctor,Specialty Doctor,1.9,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Ophthalmology,HCHS doctors - Specialty Registrar,Specialty Registrar,15.94,16
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Otolaryngology,HCHS doctors - Associate Specialist,Associate Specialist,1.6,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Otolaryngology,HCHS doctors - Consultant,Consultant,16.66327,22
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Otolaryngology,HCHS doctors - Core Training,Core Training,2.93125,3
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Otolaryngology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Otolaryngology,HCHS doctors - Specialty Registrar,Specialty Registrar,28.51875,29
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Paediatric surgery,HCHS doctors - Consultant,Consultant,8.0,9
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Paediatric surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,6.9,7
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Consultant,Consultant,13.7,15
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Plastic surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,17.0,17
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Associate Specialist,Associate Specialist,0.9,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Consultant,Consultant,45.48909,48
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Core Training,Core Training,10.0,10
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.0,3
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Specialty Doctor,Specialty Doctor,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Trauma and orthopaedic surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,64.0,63
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Urology,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Urology,HCHS doctors - Consultant,Consultant,14.57,15
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Urology,HCHS doctors - Core Training,Core Training,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Urology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,5.91875,6
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Urology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Urology,HCHS doctors - Specialty Registrar,Specialty Registrar,18.0,18
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Vascular surgery,HCHS doctors - Consultant,Consultant,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Surgical group,Vascular surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,General medicine group,General medical practitioner,HCHS doctors - Hospital Practitioner / Clinical Assistant,Hospital Practitioner / Clinical Assistant,4.07633,9
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,General medicine group,General medical practitioner,HCHS doctors - Other HCHS Doctor Grades,Other HCHS Doctor Grades,1.24427,2
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Paediatric group,Paediatrics,HCHS doctors - Consultant,Consultant,2.2,3
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Paediatric group,Paediatrics,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Paediatric group,Paediatrics,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Paediatric group,Paediatrics,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Child and adolescent psychiatry,HCHS doctors - Consultant,Consultant,17.35,20
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Child and adolescent psychiatry,HCHS doctors - Core Training,Core Training,5.8875,6
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Child and adolescent psychiatry,HCHS doctors - Specialty Doctor,Specialty Doctor,1.9,2
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Child and adolescent psychiatry,HCHS doctors - Specialty Registrar,Specialty Registrar,7.8,8
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Forensic psychiatry,HCHS doctors - Consultant,Consultant,15.4,16
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Forensic psychiatry,HCHS doctors - Core Training,Core Training,4.91875,5
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Forensic psychiatry,HCHS doctors - Specialty Doctor,Specialty Doctor,3.8,4
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Forensic psychiatry,HCHS doctors - Specialty Registrar,Specialty Registrar,5.0,5
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,General psychiatry,HCHS doctors - Associate Specialist,Associate Specialist,16.4,19
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,General psychiatry,HCHS doctors - Consultant,Consultant,153.225,172
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,General psychiatry,HCHS doctors - Core Training,Core Training,72.69533,75
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,General psychiatry,HCHS doctors - Specialty Doctor,Specialty Doctor,53.8,57
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,General psychiatry,HCHS doctors - Specialty Registrar,Specialty Registrar,72.36875,78
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Old age psychiatry,HCHS doctors - Consultant,Consultant,3.2,4
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Old age psychiatry,HCHS doctors - Core Training,Core Training,3.0,3
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Old age psychiatry,HCHS doctors - Specialty Doctor,Specialty Doctor,3.0,3
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Old age psychiatry,HCHS doctors - Specialty Registrar,Specialty Registrar,10.30625,11
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Psychiatry of learning disability,HCHS doctors - Consultant,Consultant,1.6,2
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Psychiatry of learning disability,HCHS doctors - Core Training,Core Training,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Psychiatry of learning disability,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Psychiatry group,Psychiatry of learning disability,HCHS doctors - Specialty Registrar,Specialty Registrar,3.55625,4
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Consultant,Consultant,22.85,24
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Core Training,Core Training,6.8,7
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Specialty Doctor,Specialty Doctor,4.0,4
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Specialty Registrar,Specialty Registrar,18.15,19
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Anaesthetics group,Intensive care medicine,HCHS doctors - Consultant,Consultant,7.85,8
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Anaesthetics group,Intensive care medicine,HCHS doctors - Core Training,Core Training,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Anaesthetics group,Intensive care medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,8.53125,9
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Dental group,Oral and maxillo-facial surgery,HCHS doctors - Associate Specialist,Associate Specialist,0.8,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Dental group,Oral and maxillo-facial surgery,HCHS doctors - Consultant,Consultant,0.94773,2
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Dental group,Oral and maxillo-facial surgery,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Dental group,Oral and maxillo-facial surgery,HCHS doctors - Specialty Doctor,Specialty Doctor,3.6,4
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Dental group,Oral and maxillo-facial surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,2.0,2
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Consultant,Consultant,14.0,15
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Core Training,Core Training,9.7,11
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,8.0,8
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Hospital Practitioner / Clinical Assistant,Hospital Practitioner / Clinical Assistant,0.2,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,26.5375,28
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Acute internal medicine,HCHS doctors - Core Training,Core Training,4.0,4
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Acute internal medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,9.6,10
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Acute internal medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.0,3
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Acute internal medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,2.7875,3
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Consultant,Consultant,5.4,7
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,3.475,4
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Specialty Registrar,Specialty Registrar,3.0,3
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Dermatology,HCHS doctors - Consultant,Consultant,5.65,9
2025-10-31,Organisation,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,General medicine group,Dermatology,HCHS doctors - Core Training,Core Training,1.8,2
