DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,SPECIALTY_GROUP,SPECIALTY,STAFF_GROUP_1,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Associate Specialist,Associate Specialist,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Consultant,Consultant,183.12,191
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Core Training,Core Training,23.65,24
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Specialty Doctor,Specialty Doctor,8.0,8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Anaesthetics,HCHS doctors - Specialty Registrar,Specialty Registrar,82.9755,86
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Intensive care medicine,HCHS doctors - Consultant,Consultant,58.1,60
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Intensive care medicine,HCHS doctors - Core Training,Core Training,66.00625,67
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Intensive care medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Anaesthetics group,Intensive care medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,53.8875,56
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Clinical oncology,Clinical oncology,HCHS doctors - Associate Specialist,Associate Specialist,0.7,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Clinical oncology,Clinical oncology,HCHS doctors - Consultant,Consultant,41.625,45
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Clinical oncology,Clinical oncology,HCHS doctors - Core Training,Core Training,11.06875,12
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Clinical oncology,Clinical oncology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Clinical oncology,Clinical oncology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Clinical oncology,Clinical oncology,HCHS doctors - Specialty Doctor,Specialty Doctor,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Clinical oncology,Clinical oncology,HCHS doctors - Specialty Registrar,Specialty Registrar,19.4,20
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Dental and maxillo-facial radiology,HCHS doctors - Consultant,Consultant,2.5,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Dental and maxillo-facial radiology,HCHS doctors - Specialty Registrar,Specialty Registrar,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Endodontics,HCHS doctors - Consultant,Consultant,0.4,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Oral medicine,HCHS doctors - Core Training,Core Training,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Oral medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Oral surgery,HCHS doctors - Associate Specialist,Associate Specialist,1.2,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Oral surgery,HCHS doctors - Consultant,Consultant,10.15,12
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Oral surgery,HCHS doctors - Core Training,Core Training,11.0,11
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Oral surgery,HCHS doctors - Specialty Doctor,Specialty Doctor,24.2,44
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Oral surgery,HCHS doctors - Specialty Registrar,Specialty Registrar,7.4,8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Orthodontics,HCHS doctors - Consultant,Consultant,4.45,9
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Orthodontics,HCHS doctors - Specialty Registrar,Specialty Registrar,1.6,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Paediatric dentistry,HCHS doctors - Consultant,Consultant,7.8,10
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Paediatric dentistry,HCHS doctors - Specialty Doctor,Specialty Doctor,0.2,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Paediatric dentistry,HCHS doctors - Specialty Registrar,Specialty Registrar,3.2,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Periodontics,HCHS doctors - Consultant,Consultant,0.95,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Prosthodontics,HCHS doctors - Consultant,Consultant,0.2,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Restorative dentistry,HCHS doctors - Consultant,Consultant,22.385,30
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Restorative dentistry,HCHS doctors - Specialty Doctor,Specialty Doctor,1.4,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Dental group,Restorative dentistry,HCHS doctors - Specialty Registrar,Specialty Registrar,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Associate Specialist,Associate Specialist,0.25,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Consultant,Consultant,38.613,42
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Core Training,Core Training,41.92125,45
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,20.0,20
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,1.7,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Emergency medicine,Emergency medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,26.625,29
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Allergy,HCHS doctors - Consultant,Consultant,6.775,8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Allergy,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Allergy,HCHS doctors - Specialty Registrar,Specialty Registrar,5.0,6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Associate Specialist,Associate Specialist,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Consultant,Consultant,85.85,95
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Core Training,Core Training,49.0375,50
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Specialty Doctor,Specialty Doctor,0.4,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Cardiology,HCHS doctors - Specialty Registrar,Specialty Registrar,59.1125,58
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Clinical genetics,HCHS doctors - Consultant,Consultant,15.35,21
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Clinical genetics,HCHS doctors - Specialty Registrar,Specialty Registrar,3.4,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Clinical neurophysiology,HCHS doctors - Consultant,Consultant,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Clinical pharmacology and therapeutics,HCHS doctors - Consultant,Consultant,0.6,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Clinical pharmacology and therapeutics,HCHS doctors - Specialty Registrar,Specialty Registrar,2.5125,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Dermatology,HCHS doctors - Consultant,Consultant,36.924,49
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Dermatology,HCHS doctors - Core Training,Core Training,14.67875,15
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Dermatology,HCHS doctors - Specialty Doctor,Specialty Doctor,0.40001,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Dermatology,HCHS doctors - Specialty Registrar,Specialty Registrar,23.8445,25
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Endocrinology and diabetes mellitus,HCHS doctors - Consultant,Consultant,14.85,16
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Endocrinology and diabetes mellitus,HCHS doctors - Core Training,Core Training,4.0,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Endocrinology and diabetes mellitus,HCHS doctors - Specialty Registrar,Specialty Registrar,7.275,8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Gastro-enterology,HCHS doctors - Consultant,Consultant,20.725,22
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Gastro-enterology,HCHS doctors - Core Training,Core Training,4.0,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Gastro-enterology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Gastro-enterology,HCHS doctors - Specialty Registrar,Specialty Registrar,14.83125,15
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,General (internal) medicine,HCHS doctors - Consultant,Consultant,17.95,21
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,General (internal) medicine,HCHS doctors - Core Training,Core Training,38.47125,40
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,General (internal) medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,25.97375,27
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,General (internal) medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,14.8375,15
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,General (internal) medicine,HCHS doctors - Hospital Practitioner / Clinical Assistant,Hospital Practitioner / Clinical Assistant,1.58362,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,General (internal) medicine,HCHS doctors - Other HCHS Doctor Grades,Other HCHS Doctor Grades,0.85333,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,General (internal) medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,0.8,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,General (internal) medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,9.005,11
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,General medical practitioner,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Genito-urinary medicine,HCHS doctors - Consultant,Consultant,13.19091,15
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Genito-urinary medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.925,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Genito-urinary medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,1.8,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Genito-urinary medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,6.925,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Geriatric medicine,HCHS doctors - Consultant,Consultant,21.4,23
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Geriatric medicine,HCHS doctors - Core Training,Core Training,12.0,12
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Geriatric medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,16.70625,17
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Geriatric medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,7.0,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Geriatric medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,13.30625,14
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Infectious diseases,HCHS doctors - Consultant,Consultant,16.15,18
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Infectious diseases,HCHS doctors - Core Training,Core Training,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Infectious diseases,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Infectious diseases,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Infectious diseases,HCHS doctors - Specialty Registrar,Specialty Registrar,11.435,12
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Medical oncology,HCHS doctors - Consultant,Consultant,28.0,31
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Medical oncology,HCHS doctors - Core Training,Core Training,38.59375,40
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Medical oncology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Medical oncology,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Medical oncology,HCHS doctors - Specialty Registrar,Specialty Registrar,15.63125,16
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Neurology,HCHS doctors - Consultant,Consultant,13.35,17
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Neurology,HCHS doctors - Core Training,Core Training,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Neurology,HCHS doctors - Specialty Registrar,Specialty Registrar,2.955,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Occupational medicine,HCHS doctors - Consultant,Consultant,2.9,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Occupational medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,2.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Other specialties,HCHS doctors - Consultant,Consultant,17.58182,25
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Other specialties,HCHS doctors - Core Training,Core Training,11.0,11
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Other specialties,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,0.8,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Other specialties,HCHS doctors - Specialty Doctor,Specialty Doctor,0.55,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Other specialties,HCHS doctors - Specialty Registrar,Specialty Registrar,4.3125,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Palliative medicine,HCHS doctors - Consultant,Consultant,5.55,6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Palliative medicine,HCHS doctors - Core Training,Core Training,1.7125,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Palliative medicine,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Palliative medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,0.454,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Palliative medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,1.975,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Renal medicine,HCHS doctors - Consultant,Consultant,31.15,33
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Renal medicine,HCHS doctors - Core Training,Core Training,17.6,18
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Renal medicine,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Renal medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Renal medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,14.5475,15
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Respiratory medicine,HCHS doctors - Consultant,Consultant,66.35,74
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Respiratory medicine,HCHS doctors - Core Training,Core Training,36.81875,38
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Respiratory medicine,HCHS doctors - Specialty Doctor,Specialty Doctor,4.0,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Respiratory medicine,HCHS doctors - Specialty Registrar,Specialty Registrar,28.39425,30
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Rheumatology,HCHS doctors - Consultant,Consultant,8.24,10
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Rheumatology,HCHS doctors - Specialty Doctor,Specialty Doctor,0.8,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,General medicine group,Rheumatology,HCHS doctors - Specialty Registrar,Specialty Registrar,5.415,6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Community sexual and reproductive health,HCHS doctors - Associate Specialist,Associate Specialist,1.79,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Community sexual and reproductive health,HCHS doctors - Consultant,Consultant,3.25,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Community sexual and reproductive health,HCHS doctors - Specialty Doctor,Specialty Doctor,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Community sexual and reproductive health,HCHS doctors - Specialty Registrar,Specialty Registrar,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Consultant,Consultant,42.2,45
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Core Training,Core Training,11.8775,13
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Specialty Doctor,Specialty Doctor,4.3,5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Obstetrics and gynaecology group,Obstetrics and gynaecology,HCHS doctors - Specialty Registrar,Specialty Registrar,49.93125,52
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric group,Paediatric cardiology,HCHS doctors - Consultant,Consultant,28.85,31
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric group,Paediatric cardiology,HCHS doctors - Core Training,Core Training,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric group,Paediatric cardiology,HCHS doctors - Specialty Registrar,Specialty Registrar,14.52,15
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric group,Paediatrics,HCHS doctors - Associate Specialist,Associate Specialist,4.45,6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric group,Paediatrics,HCHS doctors - Consultant,Consultant,180.375,205
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric group,Paediatrics,HCHS doctors - Core Training,Core Training,41.35,42
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric group,Paediatrics,HCHS doctors - Foundation Doctor Year 1,Foundation Doctor Year 1,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric group,Paediatrics,HCHS doctors - Foundation Doctor Year 2,Foundation Doctor Year 2,3.0,3
