DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,MAIN_STAFF_GROUP,STAFF_GROUP_1,CARE_SETTING_OR_SPECIALTY,PRIMARY_AREA_OF_WORK,SECONDARY_AREA_OF_WORK,TERTIARY_AREA_OF_WORK,MENTAL_HEALTH_CLASSIFICATION,FTE
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,Nurses & health visitors,Adult and General,Mental Health,Mental Health,Mental Health,Mental Health Area of Work,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,Nurses & health visitors,Community Learning Disabilities,Medicine,Paediatrics,Paediatrics,Mental Health Occupation Code,1.91
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,Nurses & health visitors,Community Learning Disabilities,Primary Care,Community Health Services,Community Health Services,Mental Health Occupation Code,7.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,Nurses & health visitors,Community Mental Health,Primary Care,Community Health Services,Community Health Services,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Clinical Support,Cancer Support,Cancer Support,Mental Health Occupation Code,6.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Clinical Support,Dietetics,Dietetics,Mental Health Occupation Code,1.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Clinical Support,Physiotherapy,Physiotherapy,Mental Health Occupation Code,1.2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Corporate,Corporate,Corporate,Mental Health Occupation Code,0.5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Corporate,"Digital, Data and Technology","Digital, Data and Technology",Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Corporate,Research and Development,Research and Development,Mental Health Occupation Code,14.11334
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Dental/Oral,Dental/Oral,Dental/Oral,Mental Health Occupation Code,3.1925
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,General Acute,Intensive Care,Critical Care,Mental Health Occupation Code,1.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Allergy,Allergy,Mental Health Occupation Code,1.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Cardiology,Cardiology,Mental Health Occupation Code,1.2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Clinical Genetics,Clinical Genetics,Mental Health Occupation Code,2.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Clinical Haematology,Clinical Haematology,Mental Health Occupation Code,7.18
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Dermatology,Dermatology,Mental Health Occupation Code,2.50667
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Endocrinology and Diabetes Mellitus,Endocrinology and Diabetes Mellitus,Mental Health Occupation Code,0.70933
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Gastro-enterology,Gastro-enterology,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Neurology,Neurology,Mental Health Occupation Code,1.7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Paediatrics,Paediatric Neonatal Medicine,Mental Health Occupation Code,0.6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Paediatrics,Paediatric Neurology,Mental Health Occupation Code,1.3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Paediatrics,Paediatrics,Mental Health Occupation Code,12.56
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Rehabilitation,Rehabilitation,Mental Health Occupation Code,4.5
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Rehabilitation,Stroke,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Renal Medicine,Renal Medicine,Mental Health Occupation Code,2.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Respiratory Medicine,Respiratory Medicine,Mental Health Occupation Code,0.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Obstetrics and Gynaecology,Neonatal Intensive Care,Neonatal Intensive Care,Mental Health Occupation Code,23.45333
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Obstetrics and Gynaecology,Obstetrics and Gynaecology,Maternal and Fetal Medicine,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Occupational Health,Occupational Health,Occupational Health,Mental Health Occupation Code,2.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Primary Care,Community Health Services,Community Health Services,Mental Health Occupation Code,1.92
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Psychiatry,Medical Psychotherapy,Medical Psychotherapy,Mental Health Area of Work and Occupation Code,3.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Surgery,Pain Management,Pain Management,Mental Health Occupation Code,5.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Multi-therapies,Psychiatry,Medical Psychotherapy,Medical Psychotherapy,Mental Health Area of Work,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Corporate,Research and Development,Research and Development,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Medicine,Dermatology,Dermatology,Mental Health Occupation Code,0.41333
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Medicine,Endocrinology and Diabetes Mellitus,Endocrinology and Diabetes Mellitus,Mental Health Occupation Code,0.6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Medicine,Paediatrics,Paediatrics,Mental Health Occupation Code,2.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Psychiatry,Medical Psychotherapy,Medical Psychotherapy,Mental Health Area of Work and Occupation Code,1.6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Clinical Support,Cancer Support,Cancer Support,Mental Health Occupation Code,2.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Clinical Support,Dietetics,Dietetics,Mental Health Occupation Code,2.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Medicine,Allergy,Allergy,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Medicine,Clinical Haematology,Clinical Haematology,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Medicine,Genito-Urinary Medicine,Genito-Urinary Medicine,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Medicine,Rehabilitation,Rehabilitation,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,No Area of Work specified,No Area of Work specified,No Area of Work specified,Mental Health Occupation Code,0.2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Obstetrics and Gynaecology,Neonatal Intensive Care,Neonatal Intensive Care,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Surgery,Pain Management,Pain Management,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Art/Music/Dramatherapy,Medicine,Paediatrics,Paediatrics,Mental Health Occupation Code,3.2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,HCHS doctors,General (internal) medicine,Psychiatry,General Psychiatry,General Psychiatry,Mental Health Area of Work,3.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,HCHS doctors,General psychiatry,Psychiatry,Psychiatry,Psychiatry,Mental Health Area of Work and Occupation Code,4.1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,HCHS doctors,General surgery,Psychiatry,Old Age Psychiatry,Old Age Psychiatry,Mental Health Area of Work,2.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,HCHS doctors,Geriatric medicine,Psychiatry,Old Age Psychiatry,Old Age Psychiatry,Mental Health Area of Work,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,Nurses & health visitors,Adult and General,Psychiatry,Old Age Psychiatry,Old Age Psychiatry,Mental Health Area of Work,4.70667
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,Nurses & health visitors,Other Learning Disabilities,Medicine,Neurology,Neurology,Mental Health Occupation Code,2.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,Nurses & health visitors,Other Mental Health,Medicine,Elderly Care Medicine,Elderly Care Medicine,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Clinical Support,Clinical Support,Clinical Support,Mental Health Occupation Code,6.6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Clinical Support,Counselling,Counselling,Mental Health Area of Work and Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Corporate,Research and Development,Research and Development,Mental Health Occupation Code,1.21
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Clinical Haematology,Clinical Haematology,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,General Medicine,Acute Internal Medicine,Mental Health Occupation Code,0.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Medical Oncology,Medical Oncology,Mental Health Occupation Code,4.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Neurology,Neurology,Mental Health Occupation Code,7.544
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Mental Health,Mental Health,Mental Health,Mental Health Area of Work and Occupation Code,11.316
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Obstetrics and Gynaecology,Neonatal Intensive Care,Neonatal Intensive Care,Mental Health Occupation Code,1.34667
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Occupational Health,Occupational Health,Occupational Health,Mental Health Occupation Code,3.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Pathology,Haematology,Haematology,Mental Health Occupation Code,0.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Pathology,Histopathology,Forensic Pathology,Mental Health Occupation Code,6.36
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Primary Care,Community Health Services,Sexual and Reproductive Health,Mental Health Occupation Code,0.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Psychiatry,General Psychiatry,General Psychiatry,Mental Health Area of Work and Occupation Code,2.6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Psychiatry,Psychiatry,Psychiatry,Mental Health Area of Work and Occupation Code,0.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Surgery,Trauma and Orthopaedic Surgery,Trauma and Orthopaedic Surgery,Mental Health Occupation Code,2.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Multi-therapies,Mental Health,Mental Health,Mental Health,Mental Health Area of Work,2.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Multi-therapies,Mental Health,Mental Health Adult,Mental Health Adult,Mental Health Area of Work,16.2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Clinical Support,Outpatients,Outpatients,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Medicine,Renal Medicine,Renal Medicine,Mental Health Occupation Code,0.6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Occupational Health,Occupational Health,Occupational Health,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Social Services,Psychiatry,Psychiatry,Psychiatry,Mental Health Area of Work,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Support to clinical staff,"Support to doctors, nurses & midwives",Clinical Support,Mental Health,Mental Health,Mental Health,Mental Health Area of Work,5.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Occupational Health,Occupational Health,Occupational Health,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Pathology,Histopathology,Forensic Pathology,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Primary Care,Community Health Services,Sexual and Reproductive Health,Mental Health Occupation Code,2.99333
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Surgery,Trauma and Orthopaedic Surgery,Trauma and Orthopaedic Surgery,Mental Health Occupation Code,3.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,NHS infrastructure support,Senior managers,Central Functions,Mental Health,Mental Health,Mental Health,Mental Health Area of Work,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,HCHS doctors,Forensic psychiatry,Psychiatry,Forensic Psychiatry,Forensic Psychiatry,Mental Health Area of Work and Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,HCHS doctors,General psychiatry,Psychiatry,General Psychiatry,General Psychiatry,Mental Health Area of Work and Occupation Code,4.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,HCHS doctors,General psychiatry,Psychiatry,Psychiatry,Psychiatry,Mental Health Area of Work and Occupation Code,6.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,Nurses & health visitors,Adult and General,Mental Health,Mental Health,Mental Health Substance Misuse,Mental Health Area of Work,4.57333
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,Nurses & health visitors,Other Learning Disabilities,Corporate,Clinical Governance,Patient Safety,Mental Health Occupation Code,0.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,Nurses & health visitors,Other Mental Health,Corporate,Corporate,Corporate,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,Nurses & health visitors,Other Mental Health,General Acute,Accident and Emergency,Accident and Emergency,Mental Health Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Clinical Support,Clinical Support,Clinical Support,Mental Health Occupation Code,1.53333
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Clinical Support,Counselling,Counselling,Mental Health Area of Work and Occupation Code,2.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Corporate,Human Resources,Human Resources,Mental Health Occupation Code,0.9
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Endocrinology and Diabetes Mellitus,Diabetes,Mental Health Occupation Code,0.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Rehabilitation,Neurorehabilitation,Mental Health Occupation Code,0.6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Medicine,Rehabilitation,Stroke,Mental Health Occupation Code,1.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Obstetrics and Gynaecology,Neonatal Intensive Care,Neonatal Intensive Care,Mental Health Occupation Code,0.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Applied Psychology,Primary Care,Community Health Services,Community Health Services,Mental Health Occupation Code,1.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Clinical Support,Cancer Support,Cancer Support,Mental Health Occupation Code,0.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Clinical Support,Clinical Support,Clinical Support,Mental Health Occupation Code,0.2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",Psychological Therapy,Clinical Support,Counselling,Counselling,Mental Health Area of Work and Occupation Code,0.8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Support to clinical staff,"Support to doctors, nurses & midwives",Clinical Support,Mental Health,Mental Health,Mental Health Substance Misuse,Mental Health Area of Work,1.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Support to clinical staff,"Support to doctors, nurses & midwives",Other Mental Health,Mental Health,Mental Health Child and Adolescent,Mental Health Child and Adolescent,Mental Health Area of Work and Occupation Code,2.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Clinical Support,Cancer Support,Cancer Support,Mental Health Occupation Code,0.6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Clinical Support,Clinical Support,Clinical Support,Mental Health Occupation Code,0.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Clinical Support,Counselling,Counselling,Mental Health Area of Work and Occupation Code,0.85333
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Support to clinical staff,Support to ST&T staff,Applied Psychology,Surgery,General Surgery,General Surgery,Mental Health Occupation Code,0.4
2025-10-31,Organisation,Y56,London,QKK,South East London,RRU,London Ambulance Service NHS Trust,Professionally qualified clinical staff,Nurses & health visitors,Community Mental Health,Mental Health,Mental Health,Mental Health,Mental Health Area of Work and Occupation Code,1.0
2025-10-31,Organisation,Y56,London,QKK,South East London,RRU,London Ambulance Service NHS Trust,Professionally qualified clinical staff,Nurses & health visitors,Other Mental Health,Clinical Support,Ambulance Services,Ambulance Services,Mental Health Occupation Code,2.0
